ra,status,status_msg,ckt_id,service_type,dryrun,payload,update_time
727020,Failed,Exception in callback: 112 klm is out of range ..expected range 1 to 63.,TC_20,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'cem 1/112:143', u'mux-hostname': u'CHN_TNS_901_3AC_CASR903R323'}, u'device': u'CHN_TNS_901_3AC_CASR903R323'}]}, u'service': {u'mobility': {u'type': u'2G-L2'}}, u'ckt-id': u'TC_20', u'destn': {u'access': [{u'interface': {u'intf-id': u'cem 1/128:231', u'mux-hostname': u'CHN_AMS_901_2AC_M_CASR903R191'}, u'device': u'CHN_AMS_901_2AC_M_CASR903R191'}]}, u'bandwidth': u'4096', u'downtime': u'false', u'order': {u'ra': 727020, u'lsi': u'0'}}]}",2020-05-04T09:13:08.785Z
727068,Failed,"[{""deviceName"":""BGL_BFD_919_1AC_CASR903R345 PORT"",""message"":""Device is not available in any controllers""},{""jsonrpc"":""2.0"",""result"":[{""name"":""result"",""value"":""true""}],""id"":3,""deviceName"":""BGL_BFD_901_1AG_CASR9KTR122"",""controllerName"":""NSO_CFS,RFS1""}]",TC_68,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/4/4'}, u'device': u'BGL_BFD_919_1AC_CASR903R345 PORT', u'evc': {u'svlan': u'300'}}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'TC_68', u'destn': {u'npe': {u'devices': [{u'device': u'BGL_BFD_901_1AG_CASR9KTR122', u'interface-list': [{u'intf-id': u'TenGigE0/0/1/16', u'svlan': u'300'}]}]}}, u'bandwidth': u'102400', u'downtime': u'false', u'order': {u'ra': 727068, u'lsi': u'13535510'}}]}",2020-05-04T09:18:41.924Z
727069,Failed,"{u'message': u'Device Sync Operation Error', u'type': u'DeviceError', u'details': [{u'status': u'error', u'deviceName': u'BGL_BFD_919_1AC_CASR903R345\xa0', u'info': u'Device is not available in any controllers'}, {u'status': u'in-sync', u'deviceName': u'BGL_BFD_901_1AG_CASR9KTR122'}]}",TC_69,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/4/5', u'intf-id2': u'GigabitEthernet0/4/6'}, u'device': u'BGL_BFD_919_1AC_CASR903R345\xa0', u'evc': {u'svlan': u'469'}}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'TC_69', u'destn': {u'npe': {u'devices': [{u'device': u'BGL_BFD_901_1AG_CASR9KTR122', u'interface-list': [{u'intf-id': u'TenGigE0/0/1/17', u'svlan': u'469'}]}]}}, u'bandwidth': u'10240', u'downtime': u'false', u'order': {u'ra': 727069, u'lsi': u'13535510'}}]}",2020-05-04T09:20:52.626Z
727020,Success,Service provisioning success,TC_20,CEN-L2,"[{u'RFS1': u'<rpc xmlns=""urn:ietf:params:xml:ns:netconf:base:1.0""\n     message-id=""2"">\n  <edit-config xmlns:nc=""urn:ietf:params:xml:ns:netconf:base:1.0"">\n    <target>\n      <running/>\n    </target>\n    <test-option>test-then-set</test-option>\n    <error-option>rollback-on-error</error-option>\n    <with-inactive xmlns=""http://tail-f.com/ns/netconf/inactive/1.0""/>\n    <config>\n      <mpls-l2vpn xmlns=""http://com.cisco/bharti/mpls-l2vpn"">\n        <ckt-id>TC_20</ckt-id>\n        <bandwidth>4096</bandwidth>\n        <reconcile>false</reconcile>\n        <order>\n          <ra>727020</ra>\n          <date-of-provisioning>04052020</date-of-provisioning>\n        </order>\n        <service>\n          <mobility>\n            <type>2G-L2</type>\n          </mobility>\n        </service>\n        <primary-pwid>100000000</primary-pwid>\n        <destn>\n          <lagg>\n            <devices>\n              <device>CHN_AMS_901_1AG_CASR9KTR008</device>\n            </devices>\n          </lagg>\n          <access>\n            <device>CHN_AMS_901_2AC_M_CASR903R191</device>\n            <interface>\n              <intf-id>SONET-ACR1</intf-id>\n              <tug-3>\n                <tug-3-id>2</tug-3-id>\n                <tug-2>\n                  <tug-2-id>3</tug-2-id>\n                  <e1>\n                    <e1-id>1</e1-id>\n                    <cem-group-id>128</cem-group-id>\n                  </e1>\n                </tug-2>\n              </tug-3>\n              <mux-hostname>CHN_AMS_901_2AC_M_CASR903R191</mux-hostname>\n            </interface>\n            <evc>\n              <vlan-id>1</vlan-id>\n            </evc>\n          </access>\n          <type>e2ecen-intra</type>\n        </destn>\n        <src>\n          <lagg>\n            <devices>\n              <device>CHN_TNS_901_1AG_CASR9KTR005</device>\n            </devices>\n          </lagg>\n          <access>\n            <device>CHN_TNS_901_3AC_CASR903R323</device>\n            <interface>\n              <intf-id>SONET-ACR1</intf-id>\n              <tug-3>\n                <tug-3-id>3</tug-3-id>\n                <tug-2>\n                  <tug-2-id>1</tug-2-id>\n                  <e1>\n                    <e1-id>1</e1-id>\n                    <cem-group-id>143</cem-group-id>\n                  </e1>\n                </tug-2>\n              </tug-3>\n              <mux-hostname>CHN_TNS_901_3AC_CASR903R323</mux-hostname>\n            </interface>\n            <evc>\n              <vlan-id>1</vlan-id>\n            </evc>\n          </access>\n        </src>\n        <mtu/>\n      </mpls-l2vpn>\n    </config>\n  </edit-config>\n</rpc>\n'}, {u'CHN_TNS_901_3AC_CASR903R323': u'\n\ncontroller SONET-ACR 1\n au-4 1 tug-3 3\n  tug-2 1 e1 1 description #MOB#2G-L2#TC_20#727020#4096#04052020#\n !\n!\ninterface CEM-ACR1\n cem 143\n  xconnect 10.229.5.254 100000000 encapsulation mpls\n  exit\n exit\nexit\n'}, {u'CHN_TNS_901_1AG_CASR9KTR005': u'l2vpn\n pw-class CEN-CW-FAT\n  encapsulation mpls\n   control-word\n   load-balancing\n    flow-label both\n   exit\n  exit\n exit\n bridge group TC_20_727020\n  bridge-domain TC_20_727020\n   neighbor 10.230.20.77 pw-id 100000000\n   exit\n   vfi TC_20_727020\n    neighbor 10.229.30.192 pw-id 100000000\n     pw-class CEN-CW-FAT\n    exit\n   exit\n  exit\n exit\nexit\n'}, {u'CHN_AMS_901_2AC_M_CASR903R191': u'\n\ncontroller SONET-ACR 1\n au-4 1 tug-3 2\n  tug-2 3 e1 1 description #MOB#2G-L2#TC_20#727020#4096#04052020#\n !\n!\ninterface CEM-ACR1\n cem 128\n  xconnect 10.229.30.192 100000000 encapsulation mpls\n  exit\n exit\nexit\n'}, {u'CHN_AMS_901_1AG_CASR9KTR008': u'l2vpn\n pw-class CEN-CW-FAT\n  encapsulation mpls\n   control-word\n   load-balancing\n    flow-label both\n   exit\n  exit\n exit\n bridge group TC_20_727020\n  bridge-domain TC_20_727020\n   neighbor 10.230.5.151 pw-id 100000000\n   exit\n   vfi TC_20_727020\n    neighbor 10.229.5.254 pw-id 100000000\n     pw-class CEN-CW-FAT\n    exit\n   exit\n  exit\n exit\nexit\n'}]","{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'cem 1/43:143', u'mux-hostname': u'CHN_TNS_901_3AC_CASR903R323'}, u'device': u'CHN_TNS_901_3AC_CASR903R323'}]}, u'service': {u'mobility': {u'type': u'2G-L2'}}, u'ckt-id': u'TC_20', u'destn': {u'access': [{u'interface': {u'intf-id': u'cem 1/28:128', u'mux-hostname': u'CHN_AMS_901_2AC_M_CASR903R191'}, u'device': u'CHN_AMS_901_2AC_M_CASR903R191'}]}, u'bandwidth': u'4096', u'downtime': u'false', u'order': {u'ra': 727020, u'lsi': u'0'}}]}",2020-05-04T09:40:43.982Z
727068,Failed,Exception in callback: last-mile end devices should be of same region as source end devices,TC_68,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/0/4'}, u'device': u'CHN_SXA_901_1AC_T_CASR920R477', u'evc': {u'svlan': u'300'}}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'TC_68', u'destn': {u'npe': {u'devices': [{u'device': u'BGL_BFD_901_1AG_CASR9KTR122', u'interface-list': [{u'intf-id': u'TenGigE0/0/1/16', u'svlan': u'300'}]}]}}, u'bandwidth': u'102400', u'downtime': u'false', u'order': {u'ra': 727068, u'lsi': u'13535510'}}]}",2020-05-04T09:52:47.800Z
727069,Failed,"{u'message': u'Device Sync Operation Error', u'type': u'DeviceError', u'details': [{u'status': u'error', u'deviceName': u'CHN_SXA_901_1AC_T_CASR920R477\xa0', u'info': u'Device is not available in any controllers'}, {u'status': u'in-sync', u'deviceName': u'BGL_BFD_901_1AG_CASR9KTR122'}]}",TC_69,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/0/5', u'intf-id2': u'GigabitEthernet0/0/3'}, u'device': u'CHN_SXA_901_1AC_T_CASR920R477\xa0', u'evc': {u'svlan': u'469'}}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'TC_69', u'destn': {u'npe': {u'devices': [{u'device': u'BGL_BFD_901_1AG_CASR9KTR122', u'interface-list': [{u'intf-id': u'TenGigE0/0/1/17', u'svlan': u'469'}]}]}}, u'bandwidth': u'10240', u'downtime': u'false', u'order': {u'ra': 727069, u'lsi': u'13535510'}}]}",2020-05-04T09:53:32.158Z
727068,Success,Service provisioning success,TC_68,CEN-L2,"[{u'RFS1': u'<rpc xmlns=""urn:ietf:params:xml:ns:netconf:base:1.0""\n     message-id=""2"">\n  <edit-config xmlns:nc=""urn:ietf:params:xml:ns:netconf:base:1.0"">\n    <target>\n      <running/>\n    </target>\n    <test-option>test-then-set</test-option>\n    <error-option>rollback-on-error</error-option>\n    <with-inactive xmlns=""http://tail-f.com/ns/netconf/inactive/1.0""/>\n    <config>\n      <mpls-l2vpn xmlns=""http://com.cisco/bharti/mpls-l2vpn"">\n        <ckt-id>TC_68</ckt-id>\n        <bandwidth>102400</bandwidth>\n        <reconcile>false</reconcile>\n        <order>\n          <ra>727068</ra>\n          <date-of-provisioning>04052020</date-of-provisioning>\n        </order>\n        <backup-pwid>100000001</backup-pwid>\n        <service>\n          <business>\n            <type>tng</type>\n          </business>\n        </service>\n        <primary-pwid>100000000</primary-pwid>\n        <destn>\n          <lagg>\n            <devices>\n              <device>BGL_BFD_901_1AG_CASR9KTR122</device>\n              <interface-list>\n                <intf-id>TenGigE0/0/1/16</intf-id>\n                <subintf-id>300</subintf-id>\n              </interface-list>\n            </devices>\n          </lagg>\n          <type>e2ecen-inter</type>\n        </destn>\n        <src>\n          <lagg>\n            <devices>\n              <device>CHN_KDM_901_1AG_CASR9KTR006</device>\n            </devices>\n            <devices>\n              <device>CHN_KKN_901_1AG_CASR9KTR006</device>\n            </devices>\n          </lagg>\n          <access>\n            <device>CHN_SXA_901_1AC_T_CASR920R477</device>\n            <interface>\n              <intf-id>GigabitEthernet0/0/4</intf-id>\n            </interface>\n            <evc>\n              <vlan-id>300</vlan-id>\n            </evc>\n          </access>\n        </src>\n        <mtu/>\n      </mpls-l2vpn>\n    </config>\n  </edit-config>\n</rpc>\n'}, {u'CHN_SXA_901_1AC_T_CASR920R477': u'\n\npolicy-map NSO_100Mb\n class class-default\n  police cir 102400000 bc 16000000\n   conform-action transmit\n   exceed-action drop\n  !\n  set discard-class 3\n  set mpls experimental imposition 3\n !\n!\ninterface GigabitEthernet0/0/4\n service instance 300 ethernet\n  description #FTTB#TNG#TC_68#727068#102400#04052020#\n  encapsulation dot1q 300\n  rewrite ingress tag pop 1 symmetric\n  l2protocol forward\n  service-policy input NSO_100Mb\n  xconnect 125.62.173.23 100000000 encapsulation mpls\n   backup peer 125.62.173.24 100000001\n   no mpls control-word\n  exit\n exit\n no keepalive\n mtu           9202\n load-interval 30\nexit\n'}, {u'CHN_KDM_901_1AG_CASR9KTR006': u'l2vpn\n xconnect group CEN-NSO\n  p2p TC_68\n   neighbor ipv4 100.64.4.162 pw-id 100000000\n   exit\n   neighbor ipv4 192.168.53.49 pw-id 100000000\n   exit\n  exit\n exit\nexit\n'}, {u'BGL_BFD_901_1AG_CASR9KTR122': u'policy-map NSO_100Mb\n class class-default\n  police rate 102400000 bps burst 16000000 bytes\n   conform-action transmit\n   exceed-action drop\n  !\n  set discard-class 3\n  set mpls experimental imposition 3\n !\n end-policy-map\n!\ninterface TenGigE 0/0/1/16\n mtu 9216\n no shutdown\nexit\ninterface TenGigE 0/0/1/16.5000 l2transport\n description #FTTB#TNG#TC_68#727068#102400#04052020#\n encapsulation dot1q 300\n service-policy input NSO_100Mb\n no shutdown\n rewrite ingress tag pop 1 symmetric\nexit\nl2vpn\n xconnect group CEN-NSO\n  p2p TC_68\n   interface TenGigE0/0/1/16.5000\n   neighbor ipv4 125.62.173.23 pw-id 100000000\n    backup neighbor 125.62.173.24 pw-id 100000001\n    exit\n   exit\n  exit\n exit\nexit\n'}]","{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/0/4'}, u'device': u'CHN_SXA_901_1AC_T_CASR920R477', u'evc': {u'svlan': u'300'}}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'TC_68', u'destn': {u'lagg': {u'devices': [{u'device': u'BGL_BFD_901_1AG_CASR9KTR122', u'interface-list': [{u'intf-id': u'TenGigE0/0/1/16', u'svlan': u'300'}]}]}}, u'bandwidth': u'102400', u'downtime': u'false', u'order': {u'ra': 727068, u'lsi': u'13535510'}}]}",2020-05-04T09:55:10.080Z
727068,Failed,"{u'message': u'Device Sync Operation Error', u'type': u'DeviceError', u'details': [{u'status': u'error', u'deviceName': u' BGL_WAO_998_1AC_B_CASR903R550', u'info': u'Device is not available in any controllers'}, {u'status': u'in-sync', u'deviceName': u'BGL_BFD_901_1AG_CASR9KTR122'}]}",TC_68,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/2/4'}, u'device': u' BGL_WAO_998_1AC_B_CASR903R550', u'evc': {u'svlan': u'300'}}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'TC_68', u'destn': {u'lagg': {u'devices': [{u'device': u'BGL_BFD_901_1AG_CASR9KTR122', u'interface-list': [{u'intf-id': u'TenGigE0/0/1/16', u'svlan': u'300'}]}]}}, u'bandwidth': u'102400', u'downtime': u'false', u'order': {u'ra': 727068, u'lsi': u'13535510'}}]}",2020-05-04T10:07:42.366Z
727069,Success,Service provisioning success,TC_69,CEN-L2,"[{u'RFS1': u'<rpc xmlns=""urn:ietf:params:xml:ns:netconf:base:1.0""\n     message-id=""2"">\n  <edit-config xmlns:nc=""urn:ietf:params:xml:ns:netconf:base:1.0"">\n    <target>\n      <running/>\n    </target>\n    <test-option>test-then-set</test-option>\n    <error-option>rollback-on-error</error-option>\n    <with-inactive xmlns=""http://tail-f.com/ns/netconf/inactive/1.0""/>\n    <config>\n      <mpls-l2vpn xmlns=""http://com.cisco/bharti/mpls-l2vpn"">\n        <ckt-id>TC_69</ckt-id>\n        <bandwidth>10240</bandwidth>\n        <reconcile>false</reconcile>\n        <order>\n          <ra>727069</ra>\n          <date-of-provisioning>04052020</date-of-provisioning>\n        </order>\n        <backup-pwid>100000001</backup-pwid>\n        <service>\n          <business>\n            <type>tng</type>\n          </business>\n        </service>\n        <primary-pwid>100000000</primary-pwid>\n        <destn>\n          <npe>\n            <devices>\n              <device>BGL_BFD_901_1AG_CASR9KTR122</device>\n              <interface-list>\n                <intf-id>TenGigE0/0/1/17</intf-id>\n                <subintf-id>469</subintf-id>\n              </interface-list>\n            </devices>\n          </npe>\n          <type>lm-other</type>\n        </destn>\n        <src>\n          <lagg>\n            <devices>\n              <device>BGL_WAO_901_2AG_CASR9KTR370</device>\n            </devices>\n            <devices>\n              <device>BGL_WAO_901_1AG_CASR9KTR140</device>\n            </devices>\n          </lagg>\n          <access>\n            <device>BGL_WAO_998_1AC_B_CASR903R550</device>\n            <interface>\n              <intf-id>GigabitEthernet0/2/5</intf-id>\n              <intf-id2>GigabitEthernet0/2/6</intf-id2>\n            </interface>\n            <evc>\n              <vlan-id>469</vlan-id>\n            </evc>\n          </access>\n        </src>\n        <mtu/>\n      </mpls-l2vpn>\n    </config>\n  </edit-config>\n</rpc>\n'}, {u'BGL_WAO_998_1AC_B_CASR903R550': u'\n\npolicy-map NSO_10Mb\n class class-default\n  police cir 10240000 bc 1920000\n   conform-action transmit\n   exceed-action drop\n  !\n  set discard-class 3\n  set mpls experimental imposition 3\n !\n!\ninterface GigabitEthernet0/2/5\n service instance 469 ethernet\n  description #FTTB#TNG#TC_69#727069#10240#04052020#\n  encapsulation dot1q 469\n  rewrite ingress tag pop 1 symmetric\n  l2protocol forward\n  service-policy input NSO_10Mb\n  xconnect 10.229.34.134 100000000 encapsulation mpls\n   backup peer 10.229.37.70 100000001\n   no mpls control-word\n   mtu 9202\n  exit\n exit\n load-interval 30\nexit\n'}, {u'BGL_WAO_901_2AG_CASR9KTR370': u'l2vpn\n bridge group TC_69_727069\n  bridge-domain TC_69_727069\n   mtu 9202\n   neighbor 10.60.65.167 pw-id 100000000\n   exit\n   vfi TC_69_727069\n    neighbor 192.168.53.49 pw-id 100000000\n     pw-class CEN-CW-FAT\n    exit\n   exit\n  exit\n exit\nexit\n'}, {u'BGL_WAO_901_1AG_CASR9KTR140': u'l2vpn\n bridge group TC_69_727069\n  bridge-domain TC_69_727069\n   mtu 9202\n   neighbor 10.60.65.167 pw-id 100000001\n   exit\n   vfi TC_69_727069\n    neighbor 192.168.53.49 pw-id 100000001\n     pw-class CEN-CW-FAT\n    exit\n   exit\n  exit\n exit\nexit\n'}, {u'BGL_BFD_901_1AG_CASR9KTR122': u'policy-map NSO_10Mb\n class class-default\n  police rate 10240000 bps burst 1920000 bytes\n   conform-action transmit\n   exceed-action drop\n  !\n  set discard-class 3\n  set mpls experimental imposition 3\n !\n end-policy-map\n!\ninterface TenGigE 0/0/1/17\n mtu 9216\n no shutdown\nexit\ninterface TenGigE 0/0/1/17.5000 l2transport\n description #FTTB#TNG#TC_69#727069#10240#04052020#\n encapsulation dot1q 469\n service-policy input NSO_10Mb\n no shutdown\n rewrite ingress tag pop 1 symmetric\nexit\nl2vpn\n pw-class CEN-CW-FAT\n  encapsulation mpls\n   control-word\n   load-balancing\n    flow-label both\n   exit\n  exit\n exit\n xconnect group CEN-NSO\n  p2p TC_69\n   interface TenGigE0/0/1/17.5000\n   neighbor ipv4 10.229.34.134 pw-id 100000000\n    pw-class CEN-CW-FAT\n    backup neighbor 10.229.37.70 pw-id 100000001\n     pw-class CEN-CW-FAT\n    exit\n   exit\n  exit\n exit\nexit\n'}]","{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/2/5', u'intf-id2': u'GigabitEthernet0/2/6'}, u'device': u'BGL_WAO_998_1AC_B_CASR903R550', u'evc': {u'svlan': u'469'}}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'TC_69', u'destn': {u'npe': {u'devices': [{u'device': u'BGL_BFD_901_1AG_CASR9KTR122', u'interface-list': [{u'intf-id': u'TenGigE0/0/1/17', u'svlan': u'469'}]}]}}, u'bandwidth': u'10240', u'downtime': u'false', u'order': {u'ra': 727069, u'lsi': u'13535510'}}]}",2020-05-04T10:07:58.672Z
737082,Success,Service provisioning success,TC_82,CEN-L2,"[{u'RFS1': u'<rpc xmlns=""urn:ietf:params:xml:ns:netconf:base:1.0""\n     message-id=""2"">\n  <edit-config xmlns:nc=""urn:ietf:params:xml:ns:netconf:base:1.0"">\n    <target>\n      <running/>\n    </target>\n    <test-option>test-then-set</test-option>\n    <error-option>rollback-on-error</error-option>\n    <with-inactive xmlns=""http://tail-f.com/ns/netconf/inactive/1.0""/>\n    <config>\n      <mpls-l2vpn xmlns=""http://com.cisco/bharti/mpls-l2vpn"">\n        <ckt-id>TC_82</ckt-id>\n        <bandwidth>20480</bandwidth>\n        <local-stitching/>\n        <reconcile>false</reconcile>\n        <order>\n          <ra>737082</ra>\n          <date-of-provisioning>05052020</date-of-provisioning>\n        </order>\n        <service>\n          <business>\n            <type>ang</type>\n          </business>\n        </service>\n        <primary-pwid>100000000</primary-pwid>\n        <local-stitch>\n          <devices>\n            <device>BGL_WAO_901_2AG_CASR9KTR370</device>\n            <interface-list>\n              <intf-id>Bundle-Ether40</intf-id>\n              <subintf-id>3428</subintf-id>\n            </interface-list>\n            <interface-list>\n              <intf-id>Bundle-Ether10</intf-id>\n              <subintf-id>3428</subintf-id>\n            </interface-list>\n          </devices>\n          <devices>\n            <device>BGL_WAO_901_1AG_CASR9KTR140</device>\n            <interface-list>\n              <intf-id>Bundle-Ether40</intf-id>\n              <subintf-id>3428</subintf-id>\n            </interface-list>\n            <interface-list>\n              <intf-id>Bundle-Ether10</intf-id>\n              <subintf-id>3428</subintf-id>\n            </interface-list>\n          </devices>\n        </local-stitch>\n        <mtu/>\n      </mpls-l2vpn>\n    </config>\n  </edit-config>\n</rpc>\n'}, {u'BGL_WAO_901_2AG_CASR9KTR370': u'policy-map NSO_20Mb\n class class-default\n  police rate 20480000 bps burst 3840000 bytes\n  !\n !\n end-policy-map\n!\ninterface Bundle-Ether 10.5001 l2transport\n description #FTTB#ANG#TC_82#737082#20480#05052020#\n mtu         9216\n encapsulation dot1q 3428\n service-policy input NSO_20Mb\n no shutdown\n rewrite ingress tag pop 1 symmetric\nexit\ninterface Bundle-Ether 40.5000 l2transport\n description #FTTB#ANG#TC_82#737082#20480#05052020#\n mtu         9216\n encapsulation dot1q 3428\n service-policy input NSO_20Mb\n no shutdown\n rewrite ingress tag pop 1 symmetric\nexit\nl2vpn\n bridge group TC_82_737082\n  bridge-domain TC_82_737082\n   mtu 9216\n   interface Bundle-Ether10.5001\n   exit\n   interface Bundle-Ether40.5000\n   exit\n   neighbor 10.229.37.70 pw-id 100000000\n   exit\n  exit\n exit\nexit\n'}, {u'BGL_WAO_901_1AG_CASR9KTR140': u'policy-map NSO_20Mb\n class class-default\n  police rate 20480000 bps burst 3840000 bytes\n  !\n !\n end-policy-map\n!\ninterface Bundle-Ether 10.5001 l2transport\n description #FTTB#ANG#TC_82#737082#20480#05052020#\n mtu         9216\n encapsulation dot1q 3428\n service-policy input NSO_20Mb\n no shutdown\n rewrite ingress tag pop 1 symmetric\nexit\ninterface Bundle-Ether 40.5000 l2transport\n description #FTTB#ANG#TC_82#737082#20480#05052020#\n mtu         9216\n encapsulation dot1q 3428\n service-policy input NSO_20Mb\n no shutdown\n rewrite ingress tag pop 1 symmetric\nexit\nl2vpn\n bridge group TC_82_737082\n  bridge-domain TC_82_737082\n   mtu 9216\n   interface Bundle-Ether10.5001\n   exit\n   interface Bundle-Ether40.5000\n   exit\n   neighbor 10.229.34.134 pw-id 100000000\n   exit\n  exit\n exit\nexit\n'}]","{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'service': {u'business': {u'type': u'ang'}}, u'local-stitching': True, u'ckt-id': u'TC_82', u'order': {u'ra': u'737082', u'lsi': u'ls908108'}, u'bandwidth': u'20480', u'downtime': u'false', u'local-stitch': {u'devices': [{u'device': u'BGL_WAO_901_1AG_CASR9KTR140', u'interface-list': [{u'intf-id': u'Bundle-Ether10', u'svlan': u'3428'}, {u'intf-id': u'Bundle-Ether40', u'svlan': u'3428'}]}, {u'device': u'BGL_WAO_901_2AG_CASR9KTR370', u'interface-list': [{u'intf-id': u'Bundle-Ether10', u'svlan': u'3428'}, {u'intf-id': u'Bundle-Ether40', u'svlan': u'3428'}]}]}}]}",2020-05-05T05:41:24.219Z
737068,Failed,"[{""deviceName"":"" BGL_KVR_901_1AC_T_CASR920R032"",""message"":""Device is not available in any controllers""},{""jsonrpc"":""2.0"",""result"":[{""name"":""result"",""value"":""true""}],""id"":3,""deviceName"":""BGL_ARP_901_1AG_CASR9KTR143"",""controllerName"":""NSO_CFS,RFS1""}]",TC_68,CEN-L2,no dry run found,"{u'mpls-l2vpn-cfs:mpls-l2vpn': [{u'src': {u'access': [{u'interface': {u'intf-id': u'GigabitEthernet0/0/4'}, u'device': u' BGL_KVR_901_1AC_T_CASR920R032', u'evc': {u'svlan': u'300'}}]}, u'service': {u'business': {u'type': u'tng'}}, u'ckt-id': u'TC_68', u'destn': {u'lagg': {u'devices': [{u'device': u'BGL_ARP_901_1AG_CASR9KTR143', u'interface-list': [{u'intf-id': u'GigabitEthernet0/3/1/12', u'svlan': u'300'}]}]}}, u'bandwidth': u'10240', u'downtime': u'false', u'order': {u'ra': 737068, u'lsi': u'1353'}}]}",2020-05-05T05:40:56.930Z
